fuel,perc,cod_date,regionid
solar,1.7,COD2023111105,11.0
wind,9.5,COD2023111105,11.0
biomass,1.0,COD2023111106,11.0
coal,0.3,COD2023111106,11.0
imports,12.0,COD2023111106,11.0
gas,80.1,COD2023111106,11.0
nuclear,0.2,COD2023111106,11.0
other,0.0,COD2023111106,11.0
hydro,0.1,COD2023111106,11.0
solar,0.7,COD2023111106,11.0
wind,5.7,COD2023111106,11.0
biomass,0.6,COD2023111107,11.0
coal,0.5,COD2023111107,11.0
imports,4.8,COD2023111107,11.0
gas,89.1,COD2023111107,11.0
nuclear,0.2,COD2023111107,11.0
other,0.0,COD2023111107,11.0
hydro,0.1,COD2023111107,11.0
solar,1.5,COD2023111107,11.0
wind,3.2,COD2023111107,11.0
biomass,0.1,COD2023111108,11.0
coal,0.3,COD2023111108,11.0
imports,11.5,COD2023111108,11.0
gas,71.7,COD2023111108,11.0
nuclear,0.2,COD2023111108,11.0
other,0.0,COD2023111108,11.0
hydro,0.1,COD2023111108,11.0
solar,13.2,COD2023111108,11.0
wind,3.0,COD2023111108,11.0
biomass,0.0,COD2023111109,11.0
coal,0.1,COD2023111109,11.0
imports,5.5,COD2023111109,11.0
gas,44.8,COD2023111109,11.0
nuclear,0.0,COD2023111109,11.0
other,0.0,COD2023111109,11.0
hydro,0.0,COD2023111109,11.0
solar,47.9,COD2023111109,11.0
wind,1.7,COD2023111109,11.0
biomass,0.0,COD2023111110,11.0
coal,0.0,COD2023111110,11.0
imports,1.2,COD2023111110,11.0
gas,35.0,COD2023111110,11.0
nuclear,0.0,COD2023111110,11.0
other,0.0,COD2023111110,11.0
hydro,0.0,COD2023111110,11.0
solar,62.9,COD2023111110,11.0
wind,0.9,COD2023111110,11.0
biomass,0.0,COD2023111111,11.0
coal,0.0,COD2023111111,11.0
imports,0.0,COD2023111111,11.0
gas,35.5,COD2023111111,11.0
nuclear,0.0,COD2023111111,11.0
other,0.0,COD2023111111,11.0
hydro,0.0,COD2023111111,11.0
solar,63.6,COD2023111111,11.0
wind,0.9,COD2023111111,11.0
biomass,0.0,COD2023111112,11.0
coal,0.0,COD2023111112,11.0
imports,0.0,COD2023111112,11.0
gas,43.4,COD2023111112,11.0
nuclear,0.0,COD2023111112,11.0
other,0.0,COD2023111112,11.0
hydro,0.0,COD2023111112,11.0
solar,55.4,COD2023111112,11.0
wind,1.2,COD2023111112,11.0
biomass,0.0,COD2023111113,11.0
coal,0.0,COD2023111113,11.0
imports,4.3,COD2023111113,11.0
gas,44.7,COD2023111113,11.0
nuclear,0.0,COD2023111113,11.0
other,0.0,COD2023111113,11.0
hydro,0.0,COD2023111113,11.0
solar,48.8,COD2023111113,11.0
wind,2.1,COD2023111113,11.0
biomass,0.0,COD2023111114,11.0
coal,0.3,COD2023111114,11.0
imports,3.7,COD2023111114,11.0
gas,62.5,COD2023111114,11.0
nuclear,0.0,COD2023111114,11.0
other,0.0,COD2023111114,11.0
hydro,0.0,COD2023111114,11.0
solar,30.7,COD2023111114,11.0
wind,2.7,COD2023111114,11.0
biomass,0.2,COD2023111115,11.0
coal,0.7,COD2023111115,11.0
imports,5.6,COD2023111115,11.0
gas,77.5,COD2023111115,11.0
nuclear,0.0,COD2023111115,11.0
other,0.0,COD2023111115,11.0
hydro,0.1,COD2023111115,11.0
solar,12.1,COD2023111115,11.0
wind,3.8,COD2023111115,11.0
biomass,0.0,COD2023111116,11.0
coal,0.2,COD2023111116,11.0
imports,1.8,COD2023111116,11.0
gas,93.6,COD2023111116,11.0
nuclear,0.0,COD2023111116,11.0
other,0.0,COD2023111116,11.0
hydro,0.0,COD2023111116,11.0
solar,0.0,COD2023111116,11.0
wind,4.4,COD2023111116,11.0
biomass,0.0,COD2023111117,11.0
coal,0.3,COD2023111117,11.0
imports,2.8,COD2023111117,11.0
gas,91.6,COD2023111117,11.0
nuclear,0.0,COD2023111117,11.0
other,0.0,COD2023111117,11.0
hydro,0.1,COD2023111117,11.0
solar,0.0,COD2023111117,11.0
wind,5.2,COD2023111117,11.0
biomass,0.1,COD2023111118,11.0
coal,0.2,COD2023111118,11.0
imports,3.3,COD2023111118,11.0
gas,90.0,COD2023111118,11.0
nuclear,0.0,COD2023111118,11.0
other,0.0,COD2023111118,11.0
hydro,0.0,COD2023111118,11.0
solar,0.0,COD2023111118,11.0
wind,6.4,COD2023111118,11.0
biomass,0.0,COD2023111119,11.0
coal,0.1,COD2023111119,11.0
imports,2.0,COD2023111119,11.0
gas,90.3,COD2023111119,11.0
nuclear,0.0,COD2023111119,11.0
other,0.0,COD2023111119,11.0
hydro,0.0,COD2023111119,11.0
solar,0.0,COD2023111119,11.0
wind,7.5,COD2023111119,11.0
biomass,0.1,COD2023111120,11.0
coal,0.2,COD2023111120,11.0
imports,3.0,COD2023111120,11.0
gas,87.6,COD2023111120,11.0
nuclear,0.0,COD2023111120,11.0
other,0.0,COD2023111120,11.0
hydro,0.0,COD2023111120,11.0
solar,0.0,COD2023111120,11.0
wind,9.1,COD2023111120,11.0
biomass,0.1,COD2023111121,11.0
coal,0.2,COD2023111121,11.0
imports,4.2,COD2023111121,11.0
gas,84.7,COD2023111121,11.0
nuclear,0.0,COD2023111121,11.0
other,0.0,COD2023111121,11.0
hydro,0.0,COD2023111121,11.0
solar,0.0,COD2023111121,11.0
wind,10.7,COD2023111121,11.0
biomass,0.0,COD2023111122,11.0
coal,0.0,COD2023111122,11.0
imports,3.9,COD2023111122,11.0
gas,83.6,COD2023111122,11.0
nuclear,0.0,COD2023111122,11.0
other,0.0,COD2023111122,11.0
hydro,0.0,COD2023111122,11.0
solar,0.0,COD2023111122,11.0
wind,12.4,COD2023111122,11.0
biomass,0.0,COD2023111123,11.0
coal,0.0,COD2023111123,11.0
imports,11.7,COD2023111123,11.0
gas,73.0,COD2023111123,11.0
nuclear,0.0,COD2023111123,11.0
other,0.0,COD2023111123,11.0
hydro,0.0,COD2023111123,11.0
solar,0.0,COD2023111123,11.0
wind,15.3,COD2023111123,11.0
biomass,0.2,COD2023111200,11.0
coal,0.2,COD2023111200,11.0
imports,8.2,COD2023111200,11.0
gas,78.8,COD2023111200,11.0
nuclear,0.0,COD2023111200,11.0
other,0.0,COD2023111200,11.0
hydro,0.0,COD2023111200,11.0
solar,0.0,COD2023111200,11.0
wind,12.6,COD2023111200,11.0
biomass,0.0,COD2023111201,11.0
coal,0.0,COD2023111201,11.0
imports,9.2,COD2023111201,11.0
gas,78.5,COD2023111201,11.0
nuclear,0.0,COD2023111201,11.0
other,0.0,COD2023111201,11.0
hydro,0.0,COD2023111201,11.0
solar,0.0,COD2023111201,11.0
wind,12.4,COD2023111201,11.0
biomass,0.0,COD2023111202,11.0
coal,0.0,COD2023111202,11.0
imports,7.6,COD2023111202,11.0
gas,80.3,COD2023111202,11.0
nuclear,0.0,COD2023111202,11.0
other,0.0,COD2023111202,11.0
hydro,0.0,COD2023111202,11.0
solar,0.0,COD2023111202,11.0
wind,12.0,COD2023111202,11.0
biomass,0.0,COD2023111203,11.0
coal,0.0,COD2023111203,11.0
imports,1.6,COD2023111203,11.0
gas,88.4,COD2023111203,11.0
nuclear,0.0,COD2023111203,11.0
other,0.0,COD2023111203,11.0
hydro,0.0,COD2023111203,11.0
solar,0.0,COD2023111203,11.0
wind,10.0,COD2023111203,11.0
biomass,0.0,COD2023110504,12.0
coal,0.0,COD2023110504,12.0
imports,40.5,COD2023110504,12.0
gas,56.3,COD2023110504,12.0
nuclear,0.0,COD2023110504,12.0
other,0.0,COD2023110504,12.0
hydro,0.2,COD2023110504,12.0
solar,0.0,COD2023110504,12.0
wind,3.0,COD2023110504,12.0
biomass,0.0,COD2023110505,12.0
coal,0.0,COD2023110505,12.0
imports,44.1,COD2023110505,12.0
gas,50.4,COD2023110505,12.0
nuclear,0.0,COD2023110505,12.0
other,0.0,COD2023110505,12.0
hydro,0.2,COD2023110505,12.0
solar,0.0,COD2023110505,12.0
wind,5.3,COD2023110505,12.0
biomass,0.0,COD2023110506,12.0
coal,0.0,COD2023110506,12.0
imports,45.4,COD2023110506,12.0
gas,46.0,COD2023110506,12.0
nuclear,0.2,COD2023110506,12.0
other,0.0,COD2023110506,12.0
hydro,0.3,COD2023110506,12.0
solar,0.0,COD2023110506,12.0
wind,8.2,COD2023110506,12.0
biomass,0.0,COD2023110507,12.0
coal,0.0,COD2023110507,12.0
imports,43.9,COD2023110507,12.0
gas,46.3,COD2023110507,12.0
nuclear,0.3,COD2023110507,12.0
other,0.0,COD2023110507,12.0
hydro,0.3,COD2023110507,12.0
solar,0.0,COD2023110507,12.0
wind,9.2,COD2023110507,12.0
biomass,0.0,COD2023110508,12.0
coal,0.0,COD2023110508,12.0
imports,42.2,COD2023110508,12.0
gas,43.3,COD2023110508,12.0
nuclear,0.3,COD2023110508,12.0
other,0.0,COD2023110508,12.0
hydro,0.3,COD2023110508,12.0
solar,4.7,COD2023110508,12.0
wind,9.3,COD2023110508,12.0
biomass,0.0,COD2023110509,12.0
coal,0.0,COD2023110509,12.0
imports,38.1,COD2023110509,12.0
gas,39.7,COD2023110509,12.0
nuclear,0.3,COD2023110509,12.0
other,0.0,COD2023110509,12.0
hydro,0.3,COD2023110509,12.0
solar,13.2,COD2023110509,12.0
wind,8.4,COD2023110509,12.0
biomass,0.0,COD2023110510,12.0
coal,0.0,COD2023110510,12.0
imports,38.8,COD2023110510,12.0
gas,31.8,COD2023110510,12.0
nuclear,0.4,COD2023110510,12.0
other,0.0,COD2023110510,12.0
hydro,0.3,COD2023110510,12.0
solar,19.4,COD2023110510,12.0
wind,9.3,COD2023110510,12.0
biomass,0.0,COD2023110511,12.0
coal,0.0,COD2023110511,12.0
imports,37.3,COD2023110511,12.0
gas,32.0,COD2023110511,12.0
nuclear,0.4,COD2023110511,12.0
other,0.0,COD2023110511,12.0
hydro,0.3,COD2023110511,12.0
solar,20.4,COD2023110511,12.0
wind,9.6,COD2023110511,12.0
biomass,0.0,COD2023110512,12.0
coal,0.0,COD2023110512,12.0
imports,39.8,COD2023110512,12.0
gas,30.9,COD2023110512,12.0
nuclear,0.4,COD2023110512,12.0
other,0.0,COD2023110512,12.0
hydro,0.3,COD2023110512,12.0
solar,17.9,COD2023110512,12.0
wind,10.6,COD2023110512,12.0
biomass,0.0,COD2023110513,12.0
coal,0.0,COD2023110513,12.0
imports,38.8,COD2023110513,12.0
gas,36.7,COD2023110513,12.0
nuclear,0.4,COD2023110513,12.0
other,0.0,COD2023110513,12.0
hydro,0.4,COD2023110513,12.0
solar,13.9,COD2023110513,12.0
wind,9.8,COD2023110513,12.0
biomass,0.0,COD2023110514,12.0
coal,0.0,COD2023110514,12.0
imports,41.2,COD2023110514,12.0
gas,37.3,COD2023110514,12.0
nuclear,0.5,COD2023110514,12.0
other,0.0,COD2023110514,12.0
hydro,0.5,COD2023110514,12.0
solar,10.1,COD2023110514,12.0
wind,10.5,COD2023110514,12.0
biomass,0.0,COD2023110515,12.0
coal,0.2,COD2023110515,12.0
imports,44.3,COD2023110515,12.0
gas,38.9,COD2023110515,12.0
nuclear,0.5,COD2023110515,12.0
other,0.0,COD2023110515,12.0
hydro,0.6,COD2023110515,12.0
solar,5.1,COD2023110515,12.0
wind,10.3,COD2023110515,12.0
biomass,0.0,COD2023110516,12.0
coal,0.5,COD2023110516,12.0
imports,42.4,COD2023110516,12.0
gas,45.6,COD2023110516,12.0
nuclear,0.6,COD2023110516,12.0
other,0.0,COD2023110516,12.0
hydro,1.1,COD2023110516,12.0
solar,0.2,COD2023110516,12.0
wind,9.6,COD2023110516,12.0
biomass,0.0,COD2023110517,12.0
coal,0.4,COD2023110517,12.0
imports,41.5,COD2023110517,12.0
gas,48.2,COD2023110517,12.0
nuclear,0.4,COD2023110517,12.0
other,0.0,COD2023110517,12.0
hydro,1.0,COD2023110517,12.0
solar,0.2,COD2023110517,12.0
wind,8.3,COD2023110517,12.0
biomass,0.0,COD2023110518,12.0
coal,0.1,COD2023110518,12.0
imports,43.3,COD2023110518,12.0
gas,47.4,COD2023110518,12.0
nuclear,0.4,COD2023110518,12.0
other,0.0,COD2023110518,12.0
hydro,0.8,COD2023110518,12.0
solar,0.1,COD2023110518,12.0
wind,7.8,COD2023110518,12.0
biomass,0.0,COD2023110519,12.0
coal,0.0,COD2023110519,12.0
imports,43.7,COD2023110519,12.0
gas,47.0,COD2023110519,12.0
nuclear,0.5,COD2023110519,12.0
other,0.0,COD2023110519,12.0
hydro,0.6,COD2023110519,12.0
solar,0.0,COD2023110519,12.0
wind,8.2,COD2023110519,12.0
biomass,0.0,COD2023110520,12.0
coal,0.1,COD2023110520,12.0
imports,52.3,COD2023110520,12.0
gas,35.0,COD2023110520,12.0
nuclear,0.6,COD2023110520,12.0
other,0.0,COD2023110520,12.0
hydro,0.5,COD2023110520,12.0
solar,0.0,COD2023110520,12.0
wind,11.5,COD2023110520,12.0
biomass,0.0,COD2023110521,12.0
coal,0.0,COD2023110521,12.0
imports,53.0,COD2023110521,12.0
gas,34.6,COD2023110521,12.0
nuclear,0.6,COD2023110521,12.0
other,0.0,COD2023110521,12.0
hydro,0.5,COD2023110521,12.0
solar,0.1,COD2023110521,12.0
wind,11.3,COD2023110521,12.0
biomass,0.0,COD2023110522,12.0
coal,0.5,COD2023110522,12.0
imports,54.4,COD2023110522,12.0
gas,32.4,COD2023110522,12.0
nuclear,1.2,COD2023110522,12.0
other,0.0,COD2023110522,12.0
hydro,0.5,COD2023110522,12.0
solar,0.0,COD2023110522,12.0
wind,11.0,COD2023110522,12.0
biomass,1.0,COD2023110523,12.0
coal,1.8,COD2023110523,12.0
imports,41.8,COD2023110523,12.0
gas,34.8,COD2023110523,12.0
nuclear,1.6,COD2023110523,12.0
other,0.0,COD2023110523,12.0
hydro,0.5,COD2023110523,12.0
solar,0.4,COD2023110523,12.0
wind,18.2,COD2023110523,12.0
biomass,0.8,COD2023110600,12.0
coal,1.2,COD2023110600,12.0
imports,49.8,COD2023110600,12.0
gas,26.8,COD2023110600,12.0
nuclear,2.1,COD2023110600,12.0
other,0.0,COD2023110600,12.0
hydro,0.5,COD2023110600,12.0
solar,0.0,COD2023110600,12.0
wind,18.8,COD2023110600,12.0
biomass,1.0,COD2023110601,12.0
coal,1.4,COD2023110601,12.0
imports,45.2,COD2023110601,12.0
gas,24.9,COD2023110601,12.0
nuclear,2.5,COD2023110601,12.0
other,0.0,COD2023110601,12.0
hydro,0.5,COD2023110601,12.0
solar,0.0,COD2023110601,12.0
wind,24.6,COD2023110601,12.0
biomass,1.3,COD2023110602,12.0
coal,1.5,COD2023110602,12.0
imports,42.0,COD2023110602,12.0
gas,26.6,COD2023110602,12.0
nuclear,2.9,COD2023110602,12.0
other,0.0,COD2023110602,12.0
hydro,0.4,COD2023110602,12.0
solar,0.4,COD2023110602,12.0
wind,24.9,COD2023110602,12.0
biomass,1.7,COD2023110603,12.0
coal,2.1,COD2023110603,12.0
imports,37.9,COD2023110603,12.0
gas,29.7,COD2023110603,12.0
nuclear,3.3,COD2023110603,12.0
other,0.0,COD2023110603,12.0
hydro,0.4,COD2023110603,12.0
solar,0.0,COD2023110603,12.0
wind,24.9,COD2023110603,12.0
biomass,1.3,COD2023110604,12.0
coal,1.8,COD2023110604,12.0
imports,33.4,COD2023110604,12.0
gas,32.4,COD2023110604,12.0
nuclear,3.1,COD2023110604,12.0
other,0.0,COD2023110604,12.0
hydro,0.4,COD2023110604,12.0
solar,0.0,COD2023110604,12.0
wind,27.7,COD2023110604,12.0
biomass,2.1,COD2023110605,12.0
coal,3.9,COD2023110605,12.0
imports,38.1,COD2023110605,12.0
gas,27.9,COD2023110605,12.0
nuclear,2.8,COD2023110605,12.0
other,0.0,COD2023110605,12.0
hydro,0.4,COD2023110605,12.0
solar,0.0,COD2023110605,12.0
wind,24.8,COD2023110605,12.0
biomass,2.7,COD2023110606,12.0
coal,3.6,COD2023110606,12.0
imports,17.1,COD2023110606,12.0
gas,60.6,COD2023110606,12.0
nuclear,1.2,COD2023110606,12.0
other,0.0,COD2023110606,12.0
hydro,0.3,COD2023110606,12.0
solar,0.0,COD2023110606,12.0
wind,14.5,COD2023110606,12.0
biomass,1.2,COD2023110607,12.0
coal,3.3,COD2023110607,12.0
imports,19.4,COD2023110607,12.0
gas,61.0,COD2023110607,12.0
nuclear,1.1,COD2023110607,12.0
other,0.0,COD2023110607,12.0
hydro,0.9,COD2023110607,12.0
solar,0.0,COD2023110607,12.0
wind,13.0,COD2023110607,12.0
biomass,0.0,COD2023110608,12.0
coal,1.1,COD2023110608,12.0
imports,31.6,COD2023110608,12.0
gas,50.4,COD2023110608,12.0
nuclear,0.7,COD2023110608,12.0
other,0.0,COD2023110608,12.0
hydro,0.5,COD2023110608,12.0
solar,6.5,COD2023110608,12.0
wind,9.2,COD2023110608,12.0
biomass,0.0,COD2023110609,12.0
coal,0.7,COD2023110609,12.0
imports,35.7,COD2023110609,12.0
gas,38.6,COD2023110609,12.0
nuclear,0.4,COD2023110609,12.0
other,0.0,COD2023110609,12.0
hydro,0.3,COD2023110609,12.0
solar,17.8,COD2023110609,12.0
wind,6.5,COD2023110609,12.0
biomass,0.0,COD2023110610,12.0
coal,1.1,COD2023110610,12.0
imports,29.6,COD2023110610,12.0
gas,39.0,COD2023110610,12.0
nuclear,0.3,COD2023110610,12.0
other,0.0,COD2023110610,12.0
hydro,0.2,COD2023110610,12.0
solar,23.6,COD2023110610,12.0
wind,6.3,COD2023110610,12.0
biomass,0.0,COD2023110611,12.0
coal,1.1,COD2023110611,12.0
imports,28.8,COD2023110611,12.0
gas,38.3,COD2023110611,12.0
nuclear,0.3,COD2023110611,12.0
other,0.0,COD2023110611,12.0
hydro,0.2,COD2023110611,12.0
solar,24.5,COD2023110611,12.0
wind,6.7,COD2023110611,12.0
biomass,0.4,COD2023110612,12.0
coal,2.2,COD2023110612,12.0
imports,25.9,COD2023110612,12.0
gas,37.8,COD2023110612,12.0
nuclear,0.4,COD2023110612,12.0
other,0.0,COD2023110612,12.0
hydro,0.2,COD2023110612,12.0
solar,24.8,COD2023110612,12.0
wind,8.3,COD2023110612,12.0
biomass,0.8,COD2023110613,12.0
coal,4.2,COD2023110613,12.0
imports,20.7,COD2023110613,12.0
gas,41.8,COD2023110613,12.0
nuclear,0.7,COD2023110613,12.0
other,0.0,COD2023110613,12.0
hydro,0.1,COD2023110613,12.0
solar,22.3,COD2023110613,12.0
wind,9.5,COD2023110613,12.0
biomass,3.2,COD2023110614,12.0
coal,5.3,COD2023110614,12.0
imports,15.9,COD2023110614,12.0
gas,47.2,COD2023110614,12.0
nuclear,1.2,COD2023110614,12.0
other,0.0,COD2023110614,12.0
hydro,0.1,COD2023110614,12.0
solar,13.0,COD2023110614,12.0
wind,14.0,COD2023110614,12.0
biomass,3.9,COD2023110615,12.0
coal,5.6,COD2023110615,12.0
imports,5.9,COD2023110615,12.0
gas,61.1,COD2023110615,12.0
nuclear,1.5,COD2023110615,12.0
other,0.0,COD2023110615,12.0
hydro,0.7,COD2023110615,12.0
solar,5.4,COD2023110615,12.0
wind,15.9,COD2023110615,12.0
biomass,3.7,COD2023110616,12.0
coal,5.1,COD2023110616,12.0
imports,3.1,COD2023110616,12.0
gas,69.7,COD2023110616,12.0
nuclear,0.8,COD2023110616,12.0
other,0.0,COD2023110616,12.0
hydro,1.0,COD2023110616,12.0
solar,0.2,COD2023110616,12.0
wind,16.4,COD2023110616,12.0
biomass,2.6,COD2023110617,12.0
coal,4.2,COD2023110617,12.0
imports,9.1,COD2023110617,12.0
gas,71.3,COD2023110617,12.0
nuclear,0.1,COD2023110617,12.0
other,0.0,COD2023110617,12.0
hydro,0.5,COD2023110617,12.0
solar,0.1,COD2023110617,12.0
wind,12.0,COD2023110617,12.0
biomass,2.1,COD2023110618,12.0
coal,2.9,COD2023110618,12.0
imports,20.6,COD2023110618,12.0
gas,64.0,COD2023110618,12.0
nuclear,0.1,COD2023110618,12.0
other,0.0,COD2023110618,12.0
hydro,0.3,COD2023110618,12.0
solar,0.1,COD2023110618,12.0
wind,10.0,COD2023110618,12.0
biomass,1.6,COD2023110619,12.0
coal,1.1,COD2023110619,12.0
imports,30.3,COD2023110619,12.0
gas,56.8,COD2023110619,12.0
nuclear,0.4,COD2023110619,12.0
other,0.0,COD2023110619,12.0
hydro,0.2,COD2023110619,12.0
solar,0.0,COD2023110619,12.0
wind,9.5,COD2023110619,12.0
biomass,1.3,COD2023110620,12.0
coal,0.7,COD2023110620,12.0
imports,40.5,COD2023110620,12.0
gas,44.9,COD2023110620,12.0
nuclear,0.8,COD2023110620,12.0
other,0.0,COD2023110620,12.0
hydro,0.3,COD2023110620,12.0
solar,0.1,COD2023110620,12.0
wind,11.4,COD2023110620,12.0
biomass,2.1,COD2023110621,12.0
coal,0.5,COD2023110621,12.0
imports,51.9,COD2023110621,12.0
gas,29.3,COD2023110621,12.0
nuclear,1.1,COD2023110621,12.0
other,0.0,COD2023110621,12.0
hydro,0.4,COD2023110621,12.0
solar,0.0,COD2023110621,12.0
wind,14.6,COD2023110621,12.0
biomass,0.8,COD2023110622,12.0
coal,0.5,COD2023110622,12.0
imports,59.4,COD2023110622,12.0
gas,23.8,COD2023110622,12.0
nuclear,1.4,COD2023110622,12.0
other,0.0,COD2023110622,12.0
hydro,0.5,COD2023110622,12.0
solar,0.1,COD2023110622,12.0
wind,13.4,COD2023110622,12.0
biomass,1.7,COD2023110623,12.0
coal,0.7,COD2023110623,12.0
imports,54.0,COD2023110623,12.0
gas,24.8,COD2023110623,12.0
nuclear,1.4,COD2023110623,12.0
other,0.0,COD2023110623,12.0
hydro,0.5,COD2023110623,12.0
solar,0.5,COD2023110623,12.0
wind,16.4,COD2023110623,12.0
biomass,2.8,COD2023110700,12.0
coal,1.1,COD2023110700,12.0
imports,54.9,COD2023110700,12.0
gas,22.2,COD2023110700,12.0
nuclear,1.8,COD2023110700,12.0
other,0.0,COD2023110700,12.0
hydro,0.5,COD2023110700,12.0
solar,0.0,COD2023110700,12.0
wind,16.8,COD2023110700,12.0
biomass,3.2,COD2023110701,12.0
coal,1.1,COD2023110701,12.0
imports,49.9,COD2023110701,12.0
gas,25.6,COD2023110701,12.0
nuclear,1.6,COD2023110701,12.0
other,0.0,COD2023110701,12.0
hydro,0.4,COD2023110701,12.0
solar,0.4,COD2023110701,12.0
wind,17.8,COD2023110701,12.0
biomass,4.6,COD2023110702,12.0
coal,1.6,COD2023110702,12.0
imports,48.4,COD2023110702,12.0
gas,25.8,COD2023110702,12.0
nuclear,4.1,COD2023110702,12.0
other,0.0,COD2023110702,12.0
hydro,0.4,COD2023110702,12.0
solar,0.0,COD2023110702,12.0
wind,15.0,COD2023110702,12.0
biomass,9.4,COD2023110703,12.0
coal,2.1,COD2023110703,12.0
imports,25.8,COD2023110703,12.0
gas,25.7,COD2023110703,12.0
nuclear,8.3,COD2023110703,12.0
other,0.0,COD2023110703,12.0
hydro,0.3,COD2023110703,12.0
solar,0.0,COD2023110703,12.0
wind,28.5,COD2023110703,12.0
biomass,9.7,COD2023110704,12.0
coal,2.2,COD2023110704,12.0
imports,16.0,COD2023110704,12.0
gas,25.0,COD2023110704,12.0
nuclear,10.8,COD2023110704,12.0
other,0.0,COD2023110704,12.0
hydro,0.3,COD2023110704,12.0
solar,0.0,COD2023110704,12.0
wind,36.0,COD2023110704,12.0
biomass,8.2,COD2023110705,12.0
coal,3.7,COD2023110705,12.0
imports,4.8,COD2023110705,12.0
gas,34.8,COD2023110705,12.0
nuclear,9.3,COD2023110705,12.0
other,0.0,COD2023110705,12.0
hydro,0.2,COD2023110705,12.0
solar,0.0,COD2023110705,12.0
wind,38.9,COD2023110705,12.0
biomass,10.2,COD2023110706,12.0
coal,3.7,COD2023110706,12.0
imports,2.9,COD2023110706,12.0
gas,50.7,COD2023110706,12.0
nuclear,5.1,COD2023110706,12.0
other,0.0,COD2023110706,12.0
hydro,0.5,COD2023110706,12.0
solar,0.0,COD2023110706,12.0
wind,26.9,COD2023110706,12.0
biomass,7.3,COD2023110707,12.0
coal,4.5,COD2023110707,12.0
imports,3.1,COD2023110707,12.0
gas,60.7,COD2023110707,12.0
nuclear,1.6,COD2023110707,12.0
other,0.0,COD2023110707,12.0
hydro,0.7,COD2023110707,12.0
solar,0.0,COD2023110707,12.0
wind,22.3,COD2023110707,12.0
biomass,2.5,COD2023110708,12.0
coal,4.0,COD2023110708,12.0
imports,23.3,COD2023110708,12.0
gas,53.8,COD2023110708,12.0
nuclear,1.1,COD2023110708,12.0
other,0.0,COD2023110708,12.0
hydro,0.4,COD2023110708,12.0
solar,4.3,COD2023110708,12.0
wind,10.4,COD2023110708,12.0
biomass,1.8,COD2023110709,12.0
coal,2.7,COD2023110709,12.0
imports,16.8,COD2023110709,12.0
gas,53.5,COD2023110709,12.0
nuclear,0.3,COD2023110709,12.0
other,0.0,COD2023110709,12.0
hydro,0.3,COD2023110709,12.0
solar,13.4,COD2023110709,12.0
wind,11.2,COD2023110709,12.0
biomass,1.4,COD2023110710,12.0
coal,1.9,COD2023110710,12.0
imports,21.3,COD2023110710,12.0
gas,49.5,COD2023110710,12.0
nuclear,0.3,COD2023110710,12.0
other,0.0,COD2023110710,12.0
hydro,0.2,COD2023110710,12.0
solar,16.3,COD2023110710,12.0
wind,9.1,COD2023110710,12.0
biomass,1.4,COD2023110711,12.0
coal,2.1,COD2023110711,12.0
imports,20.7,COD2023110711,12.0
gas,46.3,COD2023110711,12.0
nuclear,0.3,COD2023110711,12.0
other,0.0,COD2023110711,12.0
hydro,0.4,COD2023110711,12.0
solar,18.5,COD2023110711,12.0
wind,10.2,COD2023110711,12.0
biomass,1.0,COD2023110712,12.0
coal,2.3,COD2023110712,12.0
imports,26.8,COD2023110712,12.0
gas,44.5,COD2023110712,12.0
nuclear,0.2,COD2023110712,12.0
other,0.0,COD2023110712,12.0
hydro,0.4,COD2023110712,12.0
solar,17.1,COD2023110712,12.0
wind,7.7,COD2023110712,12.0
biomass,1.7,COD2023110713,12.0
coal,3.9,COD2023110713,12.0
imports,15.2,COD2023110713,12.0
gas,55.2,COD2023110713,12.0
nuclear,0.2,COD2023110713,12.0
other,0.0,COD2023110713,12.0
hydro,0.4,COD2023110713,12.0
solar,14.7,COD2023110713,12.0
wind,8.6,COD2023110713,12.0
biomass,1.7,COD2023110714,12.0
coal,4.5,COD2023110714,12.0
imports,10.5,COD2023110714,12.0
gas,62.1,COD2023110714,12.0
nuclear,0.3,COD2023110714,12.0
other,0.0,COD2023110714,12.0
hydro,0.3,COD2023110714,12.0
solar,12.2,COD2023110714,12.0
wind,8.4,COD2023110714,12.0
biomass,1.9,COD2023110715,12.0
coal,4.1,COD2023110715,12.0
imports,2.9,COD2023110715,12.0
gas,77.5,COD2023110715,12.0
nuclear,0.2,COD2023110715,12.0
other,0.0,COD2023110715,12.0
hydro,0.3,COD2023110715,12.0
solar,5.2,COD2023110715,12.0
wind,7.8,COD2023110715,12.0
biomass,1.1,COD2023110716,12.0
coal,3.6,COD2023110716,12.0
imports,7.8,COD2023110716,12.0
gas,80.1,COD2023110716,12.0
nuclear,0.0,COD2023110716,12.0
other,0.0,COD2023110716,12.0
hydro,0.4,COD2023110716,12.0
solar,0.2,COD2023110716,12.0
wind,6.9,COD2023110716,12.0
biomass,0.8,COD2023110717,12.0
coal,3.1,COD2023110717,12.0
imports,14.4,COD2023110717,12.0
gas,74.2,COD2023110717,12.0
nuclear,0.0,COD2023110717,12.0
other,0.0,COD2023110717,12.0
hydro,0.4,COD2023110717,12.0
solar,0.2,COD2023110717,12.0
wind,6.9,COD2023110717,12.0
biomass,0.6,COD2023110718,12.0
coal,2.8,COD2023110718,12.0
imports,17.0,COD2023110718,12.0
gas,72.4,COD2023110718,12.0
