fuel,perc,cod_date,regionid
wind,30.2,COD2023110814,5.0
biomass,38.8,COD2023110815,5.0
coal,0.0,COD2023110815,5.0
imports,4.9,COD2023110815,5.0
gas,22.1,COD2023110815,5.0
nuclear,3.0,COD2023110815,5.0
other,0.0,COD2023110815,5.0
hydro,0.0,COD2023110815,5.0
solar,0.6,COD2023110815,5.0
wind,30.6,COD2023110815,5.0
biomass,38.6,COD2023110816,5.0
coal,0.0,COD2023110816,5.0
imports,4.5,COD2023110816,5.0
gas,27.2,COD2023110816,5.0
nuclear,2.7,COD2023110816,5.0
other,0.0,COD2023110816,5.0
hydro,0.1,COD2023110816,5.0
solar,0.0,COD2023110816,5.0
wind,26.8,COD2023110816,5.0
biomass,42.1,COD2023110817,5.0
coal,0.0,COD2023110817,5.0
imports,3.6,COD2023110817,5.0
gas,28.2,COD2023110817,5.0
nuclear,2.0,COD2023110817,5.0
other,0.0,COD2023110817,5.0
hydro,0.1,COD2023110817,5.0
solar,0.0,COD2023110817,5.0
wind,24.0,COD2023110817,5.0
biomass,41.7,COD2023110818,5.0
coal,0.0,COD2023110818,5.0
imports,3.2,COD2023110818,5.0
gas,33.4,COD2023110818,5.0
nuclear,1.9,COD2023110818,5.0
other,0.0,COD2023110818,5.0
hydro,0.1,COD2023110818,5.0
solar,0.0,COD2023110818,5.0
wind,19.7,COD2023110818,5.0
biomass,41.8,COD2023110819,5.0
coal,0.0,COD2023110819,5.0
imports,3.7,COD2023110819,5.0
gas,32.8,COD2023110819,5.0
nuclear,2.1,COD2023110819,5.0
other,0.0,COD2023110819,5.0
hydro,0.1,COD2023110819,5.0
solar,0.0,COD2023110819,5.0
wind,19.4,COD2023110819,5.0
biomass,43.9,COD2023110820,5.0
coal,0.0,COD2023110820,5.0
imports,3.9,COD2023110820,5.0
gas,31.7,COD2023110820,5.0
nuclear,2.7,COD2023110820,5.0
other,0.0,COD2023110820,5.0
hydro,0.0,COD2023110820,5.0
solar,0.0,COD2023110820,5.0
wind,17.8,COD2023110820,5.0
biomass,45.8,COD2023110821,5.0
coal,0.0,COD2023110821,5.0
imports,5.6,COD2023110821,5.0
gas,27.7,COD2023110821,5.0
nuclear,3.8,COD2023110821,5.0
other,0.0,COD2023110821,5.0
hydro,0.1,COD2023110821,5.0
solar,0.0,COD2023110821,5.0
wind,17.1,COD2023110821,5.0
biomass,47.4,COD2023110822,5.0
coal,0.0,COD2023110822,5.0
imports,6.3,COD2023110822,5.0
gas,24.1,COD2023110822,5.0
nuclear,5.7,COD2023110822,5.0
other,0.0,COD2023110822,5.0
hydro,0.1,COD2023110822,5.0
solar,0.1,COD2023110822,5.0
wind,16.3,COD2023110822,5.0
biomass,42.0,COD2023110823,5.0
coal,0.0,COD2023110823,5.0
imports,10.2,COD2023110823,5.0
gas,14.5,COD2023110823,5.0
nuclear,8.5,COD2023110823,5.0
other,0.0,COD2023110823,5.0
hydro,0.2,COD2023110823,5.0
solar,0.0,COD2023110823,5.0
wind,24.6,COD2023110823,5.0
biomass,38.4,COD2023110900,5.0
coal,0.0,COD2023110900,5.0
imports,12.0,COD2023110900,5.0
gas,13.8,COD2023110900,5.0
nuclear,7.9,COD2023110900,5.0
other,0.0,COD2023110900,5.0
hydro,0.3,COD2023110900,5.0
solar,0.0,COD2023110900,5.0
wind,27.6,COD2023110900,5.0
biomass,42.6,COD2023110901,5.0
coal,0.0,COD2023110901,5.0
imports,10.5,COD2023110901,5.0
gas,14.3,COD2023110901,5.0
nuclear,6.5,COD2023110901,5.0
other,0.0,COD2023110901,5.0
hydro,0.1,COD2023110901,5.0
solar,0.1,COD2023110901,5.0
wind,25.9,COD2023110901,5.0
biomass,43.9,COD2023110902,5.0
coal,0.0,COD2023110902,5.0
imports,10.0,COD2023110902,5.0
gas,12.8,COD2023110902,5.0
nuclear,6.5,COD2023110902,5.0
other,0.0,COD2023110902,5.0
hydro,0.1,COD2023110902,5.0
solar,0.0,COD2023110902,5.0
wind,26.7,COD2023110902,5.0
biomass,39.2,COD2023110903,5.0
coal,0.0,COD2023110903,5.0
imports,10.2,COD2023110903,5.0
gas,13.0,COD2023110903,5.0
nuclear,6.7,COD2023110903,5.0
other,0.0,COD2023110903,5.0
hydro,0.1,COD2023110903,5.0
solar,0.0,COD2023110903,5.0
wind,30.8,COD2023110903,5.0
biomass,39.4,COD2023110904,5.0
coal,0.0,COD2023110904,5.0
imports,10.1,COD2023110904,5.0
gas,11.1,COD2023110904,5.0
nuclear,6.0,COD2023110904,5.0
other,0.0,COD2023110904,5.0
hydro,0.1,COD2023110904,5.0
solar,0.6,COD2023110904,5.0
wind,32.7,COD2023110904,5.0
biomass,43.4,COD2023110905,5.0
coal,0.0,COD2023110905,5.0
imports,7.9,COD2023110905,5.0
gas,15.3,COD2023110905,5.0
nuclear,3.1,COD2023110905,5.0
other,0.0,COD2023110905,5.0
hydro,0.0,COD2023110905,5.0
solar,0.0,COD2023110905,5.0
wind,30.4,COD2023110905,5.0
biomass,43.7,COD2023110906,5.0
coal,0.0,COD2023110906,5.0
imports,2.9,COD2023110906,5.0
gas,26.4,COD2023110906,5.0
nuclear,1.1,COD2023110906,5.0
other,0.0,COD2023110906,5.0
hydro,0.0,COD2023110906,5.0
solar,0.1,COD2023110906,5.0
wind,25.8,COD2023110906,5.0
biomass,47.6,COD2023110907,5.0
coal,0.0,COD2023110907,5.0
imports,1.7,COD2023110907,5.0
gas,21.1,COD2023110907,5.0
nuclear,0.2,COD2023110907,5.0
other,0.0,COD2023110907,5.0
hydro,0.0,COD2023110907,5.0
solar,0.1,COD2023110907,5.0
wind,29.3,COD2023110907,5.0
biomass,47.8,COD2023110908,5.0
coal,0.0,COD2023110908,5.0
imports,0.0,COD2023110908,5.0
gas,21.5,COD2023110908,5.0
nuclear,0.0,COD2023110908,5.0
other,0.0,COD2023110908,5.0
hydro,0.0,COD2023110908,5.0
solar,0.3,COD2023110908,5.0
wind,30.4,COD2023110908,5.0
biomass,48.2,COD2023110909,5.0
coal,0.0,COD2023110909,5.0
imports,0.0,COD2023110909,5.0
gas,21.1,COD2023110909,5.0
nuclear,0.0,COD2023110909,5.0
other,0.0,COD2023110909,5.0
hydro,0.0,COD2023110909,5.0
solar,1.0,COD2023110909,5.0
wind,29.7,COD2023110909,5.0
biomass,47.7,COD2023110910,5.0
coal,0.0,COD2023110910,5.0
imports,0.0,COD2023110910,5.0
gas,21.4,COD2023110910,5.0
nuclear,0.0,COD2023110910,5.0
other,0.0,COD2023110910,5.0
hydro,0.0,COD2023110910,5.0
solar,1.7,COD2023110910,5.0
wind,29.2,COD2023110910,5.0
biomass,45.3,COD2023110911,5.0
coal,0.3,COD2023110911,5.0
imports,0.0,COD2023110911,5.0
gas,23.5,COD2023110911,5.0
nuclear,0.0,COD2023110911,5.0
other,0.0,COD2023110911,5.0
hydro,0.0,COD2023110911,5.0
solar,2.2,COD2023110911,5.0
wind,28.6,COD2023110911,5.0
biomass,45.2,COD2023110912,5.0
coal,0.2,COD2023110912,5.0
imports,0.0,COD2023110912,5.0
gas,25.0,COD2023110912,5.0
nuclear,0.0,COD2023110912,5.0
other,0.0,COD2023110912,5.0
hydro,0.0,COD2023110912,5.0
solar,2.4,COD2023110912,5.0
wind,27.2,COD2023110912,5.0
biomass,46.5,COD2023110913,5.0
coal,0.2,COD2023110913,5.0
imports,0.0,COD2023110913,5.0
gas,25.1,COD2023110913,5.0
nuclear,0.0,COD2023110913,5.0
other,0.0,COD2023110913,5.0
hydro,0.0,COD2023110913,5.0
solar,2.1,COD2023110913,5.0
wind,26.1,COD2023110913,5.0
biomass,44.8,COD2023110914,5.0
coal,0.6,COD2023110914,5.0
imports,0.0,COD2023110914,5.0
gas,29.2,COD2023110914,5.0
nuclear,0.0,COD2023110914,5.0
other,0.0,COD2023110914,5.0
hydro,0.0,COD2023110914,5.0
solar,1.2,COD2023110914,5.0
wind,24.2,COD2023110914,5.0
biomass,41.7,COD2023110915,5.0
coal,0.7,COD2023110915,5.0
imports,0.0,COD2023110915,5.0
gas,35.2,COD2023110915,5.0
nuclear,0.0,COD2023110915,5.0
other,0.0,COD2023110915,5.0
hydro,0.0,COD2023110915,5.0
solar,0.3,COD2023110915,5.0
wind,22.0,COD2023110915,5.0
biomass,37.8,COD2023110916,5.0
coal,2.2,COD2023110916,5.0
imports,0.0,COD2023110916,5.0
gas,40.6,COD2023110916,5.0
nuclear,0.2,COD2023110916,5.0
other,0.0,COD2023110916,5.0
hydro,0.0,COD2023110916,5.0
solar,0.0,COD2023110916,5.0
wind,19.2,COD2023110916,5.0
biomass,36.2,COD2023110917,5.0
coal,2.5,COD2023110917,5.0
imports,0.1,COD2023110917,5.0
gas,38.8,COD2023110917,5.0
nuclear,0.3,COD2023110917,5.0
other,0.0,COD2023110917,5.0
hydro,0.0,COD2023110917,5.0
solar,0.0,COD2023110917,5.0
wind,22.0,COD2023110917,5.0
biomass,35.7,COD2023110918,5.0
coal,2.2,COD2023110918,5.0
imports,0.3,COD2023110918,5.0
gas,37.7,COD2023110918,5.0
nuclear,0.3,COD2023110918,5.0
other,0.0,COD2023110918,5.0
hydro,0.0,COD2023110918,5.0
solar,0.0,COD2023110918,5.0
wind,23.7,COD2023110918,5.0
biomass,35.9,COD2023110919,5.0
coal,1.7,COD2023110919,5.0
imports,0.4,COD2023110919,5.0
gas,35.5,COD2023110919,5.0
nuclear,0.3,COD2023110919,5.0
other,0.0,COD2023110919,5.0
hydro,0.0,COD2023110919,5.0
solar,0.0,COD2023110919,5.0
wind,26.2,COD2023110919,5.0
biomass,39.3,COD2023110920,5.0
coal,2.3,COD2023110920,5.0
imports,0.4,COD2023110920,5.0
gas,28.3,COD2023110920,5.0
nuclear,0.5,COD2023110920,5.0
other,0.0,COD2023110920,5.0
hydro,0.0,COD2023110920,5.0
solar,0.0,COD2023110920,5.0
wind,29.2,COD2023110920,5.0
biomass,45.5,COD2023110921,5.0
coal,0.9,COD2023110921,5.0
imports,0.5,COD2023110921,5.0
gas,21.9,COD2023110921,5.0
nuclear,0.2,COD2023110921,5.0
other,0.0,COD2023110921,5.0
hydro,0.0,COD2023110921,5.0
solar,0.0,COD2023110921,5.0
wind,30.9,COD2023110921,5.0
biomass,52.9,COD2023110922,5.0
coal,0.0,COD2023110922,5.0
imports,0.0,COD2023110922,5.0
gas,20.2,COD2023110922,5.0
nuclear,0.0,COD2023110922,5.0
other,0.0,COD2023110922,5.0
hydro,0.0,COD2023110922,5.0
solar,0.0,COD2023110922,5.0
wind,26.9,COD2023110922,5.0
biomass,53.3,COD2023110923,5.0
coal,0.0,COD2023110923,5.0
imports,0.0,COD2023110923,5.0
gas,19.7,COD2023110923,5.0
nuclear,0.0,COD2023110923,5.0
other,0.0,COD2023110923,5.0
hydro,0.0,COD2023110923,5.0
solar,0.1,COD2023110923,5.0
wind,27.0,COD2023110923,5.0
biomass,59.1,COD2023111000,5.0
coal,0.1,COD2023111000,5.0
imports,0.0,COD2023111000,5.0
gas,15.6,COD2023111000,5.0
nuclear,0.0,COD2023111000,5.0
other,0.0,COD2023111000,5.0
hydro,0.0,COD2023111000,5.0
solar,0.0,COD2023111000,5.0
wind,25.1,COD2023111000,5.0
biomass,61.8,COD2023111001,5.0
coal,0.0,COD2023111001,5.0
imports,0.0,COD2023111001,5.0
gas,16.5,COD2023111001,5.0
nuclear,0.0,COD2023111001,5.0
other,0.0,COD2023111001,5.0
hydro,0.0,COD2023111001,5.0
solar,0.0,COD2023111001,5.0
wind,21.6,COD2023111001,5.0
biomass,58.3,COD2023111002,5.0
coal,0.4,COD2023111002,5.0
imports,0.2,COD2023111002,5.0
gas,19.0,COD2023111002,5.0
nuclear,0.3,COD2023111002,5.0
other,0.0,COD2023111002,5.0
hydro,0.0,COD2023111002,5.0
solar,0.1,COD2023111002,5.0
wind,21.7,COD2023111002,5.0
biomass,56.4,COD2023111003,5.0
coal,0.5,COD2023111003,5.0
imports,0.9,COD2023111003,5.0
gas,20.0,COD2023111003,5.0
nuclear,0.6,COD2023111003,5.0
other,0.0,COD2023111003,5.0
hydro,0.0,COD2023111003,5.0
solar,0.1,COD2023111003,5.0
wind,21.4,COD2023111003,5.0
biomass,61.1,COD2023111004,5.0
coal,0.0,COD2023111004,5.0
imports,1.8,COD2023111004,5.0
gas,20.7,COD2023111004,5.0
nuclear,0.8,COD2023111004,5.0
other,0.0,COD2023111004,5.0
hydro,0.0,COD2023111004,5.0
solar,0.0,COD2023111004,5.0
wind,15.6,COD2023111004,5.0
biomass,63.3,COD2023111005,5.0
coal,0.0,COD2023111005,5.0
imports,1.2,COD2023111005,5.0
gas,22.7,COD2023111005,5.0
nuclear,0.3,COD2023111005,5.0
other,0.0,COD2023111005,5.0
hydro,0.0,COD2023111005,5.0
solar,0.2,COD2023111005,5.0
wind,12.3,COD2023111005,5.0
biomass,58.8,COD2023111006,5.0
coal,1.1,COD2023111006,5.0
imports,0.0,COD2023111006,5.0
gas,30.3,COD2023111006,5.0
nuclear,0.1,COD2023111006,5.0
other,0.0,COD2023111006,5.0
hydro,0.0,COD2023111006,5.0
solar,0.1,COD2023111006,5.0
wind,9.5,COD2023111006,5.0
biomass,53.7,COD2023111007,5.0
coal,1.4,COD2023111007,5.0
imports,0.0,COD2023111007,5.0
gas,37.0,COD2023111007,5.0
nuclear,0.2,COD2023111007,5.0
other,0.0,COD2023111007,5.0
hydro,0.0,COD2023111007,5.0
solar,0.1,COD2023111007,5.0
wind,7.7,COD2023111007,5.0
biomass,49.3,COD2023111008,5.0
coal,2.0,COD2023111008,5.0
imports,0.2,COD2023111008,5.0
gas,39.8,COD2023111008,5.0
nuclear,0.2,COD2023111008,5.0
other,0.0,COD2023111008,5.0
hydro,0.0,COD2023111008,5.0
solar,0.9,COD2023111008,5.0
wind,7.6,COD2023111008,5.0
biomass,46.4,COD2023111009,5.0
coal,2.3,COD2023111009,5.0
imports,0.2,COD2023111009,5.0
gas,39.8,COD2023111009,5.0
nuclear,0.2,COD2023111009,5.0
other,0.0,COD2023111009,5.0
hydro,0.0,COD2023111009,5.0
solar,2.6,COD2023111009,5.0
wind,8.5,COD2023111009,5.0
biomass,42.5,COD2023111010,5.0
coal,2.1,COD2023111010,5.0
imports,0.1,COD2023111010,5.0
gas,42.4,COD2023111010,5.0
nuclear,0.1,COD2023111010,5.0
other,0.0,COD2023111010,5.0
hydro,0.0,COD2023111010,5.0
solar,3.9,COD2023111010,5.0
wind,9.1,COD2023111010,5.0
biomass,42.1,COD2023111011,5.0
coal,1.8,COD2023111011,5.0
imports,0.0,COD2023111011,5.0
gas,38.9,COD2023111011,5.0
nuclear,0.0,COD2023111011,5.0
other,0.0,COD2023111011,5.0
hydro,0.0,COD2023111011,5.0
solar,4.4,COD2023111011,5.0
wind,12.8,COD2023111011,5.0
biomass,40.8,COD2023111012,5.0
coal,1.5,COD2023111012,5.0
imports,0.0,COD2023111012,5.0
gas,35.5,COD2023111012,5.0
nuclear,0.0,COD2023111012,5.0
other,0.0,COD2023111012,5.0
hydro,0.0,COD2023111012,5.0
solar,4.5,COD2023111012,5.0
wind,17.6,COD2023111012,5.0
biomass,45.8,COD2023111013,5.0
coal,0.0,COD2023111013,5.0
imports,0.0,COD2023111013,5.0
gas,29.4,COD2023111013,5.0
nuclear,0.1,COD2023111013,5.0
other,0.0,COD2023111013,5.0
hydro,0.0,COD2023111013,5.0
solar,3.5,COD2023111013,5.0
wind,21.3,COD2023111013,5.0
biomass,41.6,COD2023111014,5.0
coal,0.0,COD2023111014,5.0
imports,0.3,COD2023111014,5.0
gas,31.7,COD2023111014,5.0
nuclear,0.1,COD2023111014,5.0
other,0.0,COD2023111014,5.0
hydro,0.0,COD2023111014,5.0
solar,2.0,COD2023111014,5.0
wind,24.1,COD2023111014,5.0
biomass,42.9,COD2023111015,5.0
coal,0.0,COD2023111015,5.0
imports,0.5,COD2023111015,5.0
gas,31.2,COD2023111015,5.0
nuclear,0.3,COD2023111015,5.0
other,0.0,COD2023111015,5.0
hydro,0.0,COD2023111015,5.0
solar,0.6,COD2023111015,5.0
wind,24.5,COD2023111015,5.0
biomass,41.7,COD2023111016,5.0
coal,0.0,COD2023111016,5.0
imports,0.8,COD2023111016,5.0
gas,31.3,COD2023111016,5.0
nuclear,0.2,COD2023111016,5.0
other,0.0,COD2023111016,5.0
hydro,0.0,COD2023111016,5.0
solar,0.0,COD2023111016,5.0
wind,26.0,COD2023111016,5.0
biomass,44.4,COD2023111017,5.0
coal,0.0,COD2023111017,5.0
imports,0.3,COD2023111017,5.0
gas,27.9,COD2023111017,5.0
nuclear,0.1,COD2023111017,5.0
other,0.0,COD2023111017,5.0
hydro,0.0,COD2023111017,5.0
solar,0.0,COD2023111017,5.0
wind,27.3,COD2023111017,5.0
biomass,44.7,COD2023111018,5.0
coal,0.0,COD2023111018,5.0
imports,0.3,COD2023111018,5.0
gas,27.1,COD2023111018,5.0
nuclear,0.1,COD2023111018,5.0
other,0.0,COD2023111018,5.0
hydro,0.0,COD2023111018,5.0
solar,0.0,COD2023111018,5.0
wind,27.7,COD2023111018,5.0
biomass,44.6,COD2023111019,5.0
coal,0.0,COD2023111019,5.0
imports,0.5,COD2023111019,5.0
gas,27.2,COD2023111019,5.0
nuclear,0.3,COD2023111019,5.0
other,0.0,COD2023111019,5.0
hydro,0.0,COD2023111019,5.0
solar,0.0,COD2023111019,5.0
wind,27.4,COD2023111019,5.0
biomass,46.3,COD2023111020,5.0
coal,0.0,COD2023111020,5.0
imports,1.5,COD2023111020,5.0
gas,23.6,COD2023111020,5.0
nuclear,0.7,COD2023111020,5.0
other,0.0,COD2023111020,5.0
hydro,0.0,COD2023111020,5.0
solar,0.0,COD2023111020,5.0
wind,27.9,COD2023111020,5.0
biomass,49.7,COD2023111021,5.0
coal,0.0,COD2023111021,5.0
imports,2.5,COD2023111021,5.0
gas,19.1,COD2023111021,5.0
nuclear,1.2,COD2023111021,5.0
other,0.0,COD2023111021,5.0
hydro,0.0,COD2023111021,5.0
solar,0.0,COD2023111021,5.0
wind,27.6,COD2023111021,5.0
biomass,51.9,COD2023111022,5.0
coal,0.0,COD2023111022,5.0
imports,3.8,COD2023111022,5.0
gas,13.1,COD2023111022,5.0
nuclear,1.8,COD2023111022,5.0
other,0.0,COD2023111022,5.0
hydro,0.0,COD2023111022,5.0
solar,0.0,COD2023111022,5.0
wind,29.5,COD2023111022,5.0
biomass,51.4,COD2023111023,5.0
coal,0.0,COD2023111023,5.0
imports,5.7,COD2023111023,5.0
gas,12.6,COD2023111023,5.0
nuclear,2.4,COD2023111023,5.0
other,0.0,COD2023111023,5.0
hydro,0.0,COD2023111023,5.0
solar,0.0,COD2023111023,5.0
wind,27.9,COD2023111023,5.0
biomass,51.3,COD2023111100,5.0
coal,0.0,COD2023111100,5.0
imports,6.5,COD2023111100,5.0
gas,12.6,COD2023111100,5.0
nuclear,2.8,COD2023111100,5.0
other,0.0,COD2023111100,5.0
hydro,0.0,COD2023111100,5.0
solar,0.0,COD2023111100,5.0
wind,26.7,COD2023111100,5.0
biomass,47.7,COD2023111101,5.0
coal,0.0,COD2023111101,5.0
imports,7.5,COD2023111101,5.0
gas,11.7,COD2023111101,5.0
nuclear,3.2,COD2023111101,5.0
other,0.0,COD2023111101,5.0
hydro,0.0,COD2023111101,5.0
solar,0.0,COD2023111101,5.0
wind,29.8,COD2023111101,5.0
biomass,42.8,COD2023111102,5.0
coal,0.0,COD2023111102,5.0
imports,8.3,COD2023111102,5.0
gas,12.6,COD2023111102,5.0
nuclear,3.6,COD2023111102,5.0
other,0.0,COD2023111102,5.0
hydro,0.0,COD2023111102,5.0
solar,0.1,COD2023111102,5.0
wind,32.6,COD2023111102,5.0
biomass,42.0,COD2023111103,5.0
coal,0.0,COD2023111103,5.0
imports,8.7,COD2023111103,5.0
gas,12.5,COD2023111103,5.0
nuclear,3.2,COD2023111103,5.0
other,0.0,COD2023111103,5.0
hydro,0.0,COD2023111103,5.0
solar,0.0,COD2023111103,5.0
wind,33.7,COD2023111103,5.0
biomass,46.9,COD2023111104,5.0
coal,0.0,COD2023111104,5.0
imports,6.9,COD2023111104,5.0
gas,11.4,COD2023111104,5.0
nuclear,2.6,COD2023111104,5.0
other,0.0,COD2023111104,5.0
hydro,0.0,COD2023111104,5.0
solar,0.0,COD2023111104,5.0
wind,32.2,COD2023111104,5.0
biomass,48.9,COD2023111105,5.0
coal,0.0,COD2023111105,5.0
imports,6.1,COD2023111105,5.0
gas,11.9,COD2023111105,5.0
nuclear,2.3,COD2023111105,5.0
other,0.0,COD2023111105,5.0
hydro,0.0,COD2023111105,5.0
solar,0.0,COD2023111105,5.0
wind,30.8,COD2023111105,5.0
biomass,47.4,COD2023111106,5.0
coal,0.0,COD2023111106,5.0
imports,5.1,COD2023111106,5.0
gas,17.0,COD2023111106,5.0
nuclear,1.7,COD2023111106,5.0
other,0.0,COD2023111106,5.0
hydro,0.0,COD2023111106,5.0
solar,0.1,COD2023111106,5.0
wind,28.7,COD2023111106,5.0
biomass,48.3,COD2023111107,5.0
coal,0.0,COD2023111107,5.0
imports,3.0,COD2023111107,5.0
gas,23.5,COD2023111107,5.0
nuclear,0.6,COD2023111107,5.0
other,0.0,COD2023111107,5.0
hydro,0.0,COD2023111107,5.0
solar,0.1,COD2023111107,5.0
wind,24.5,COD2023111107,5.0
biomass,50.1,COD2023111108,5.0
coal,0.0,COD2023111108,5.0
imports,0.0,COD2023111108,5.0
gas,26.2,COD2023111108,5.0
nuclear,0.0,COD2023111108,5.0
other,0.0,COD2023111108,5.0
hydro,0.0,COD2023111108,5.0
solar,0.5,COD2023111108,5.0
wind,23.1,COD2023111108,5.0
biomass,49.3,COD2023111109,5.0
coal,0.5,COD2023111109,5.0
imports,0.0,COD2023111109,5.0
gas,24.6,COD2023111109,5.0
nuclear,0.2,COD2023111109,5.0
other,0.0,COD2023111109,5.0
hydro,0.0,COD2023111109,5.0
solar,2.2,COD2023111109,5.0
wind,23.2,COD2023111109,5.0
biomass,40.9,COD2023111110,5.0
coal,1.0,COD2023111110,5.0
imports,0.3,COD2023111110,5.0
gas,30.5,COD2023111110,5.0
nuclear,0.3,COD2023111110,5.0
other,0.0,COD2023111110,5.0
hydro,0.0,COD2023111110,5.0
solar,4.6,COD2023111110,5.0
wind,22.3,COD2023111110,5.0
biomass,39.2,COD2023111111,5.0
coal,1.8,COD2023111111,5.0
imports,0.4,COD2023111111,5.0
gas,31.3,COD2023111111,5.0
nuclear,0.4,COD2023111111,5.0
other,0.0,COD2023111111,5.0
hydro,0.0,COD2023111111,5.0
solar,5.7,COD2023111111,5.0
wind,21.3,COD2023111111,5.0
biomass,40.1,COD2023111112,5.0
coal,2.4,COD2023111112,5.0
imports,0.4,COD2023111112,5.0
gas,32.5,COD2023111112,5.0
nuclear,0.4,COD2023111112,5.0
other,0.0,COD2023111112,5.0
hydro,0.0,COD2023111112,5.0
solar,5.3,COD2023111112,5.0
wind,18.9,COD2023111112,5.0
biomass,38.9,COD2023111113,5.0
coal,2.1,COD2023111113,5.0
imports,0.4,COD2023111113,5.0
gas,37.0,COD2023111113,5.0
nuclear,0.2,COD2023111113,5.0
other,0.0,COD2023111113,5.0
hydro,0.0,COD2023111113,5.0
solar,4.1,COD2023111113,5.0
wind,17.4,COD2023111113,5.0
biomass,39.2,COD2023111114,5.0
coal,0.0,COD2023111114,5.0
imports,0.0,COD2023111114,5.0
gas,45.2,COD2023111114,5.0
nuclear,0.0,COD2023111114,5.0
other,0.0,COD2023111114,5.0
hydro,0.0,COD2023111114,5.0
solar,1.9,COD2023111114,5.0
wind,13.7,COD2023111114,5.0
biomass,37.0,COD2023111115,5.0
coal,0.0,COD2023111115,5.0
imports,0.0,COD2023111115,5.0
gas,52.0,COD2023111115,5.0
nuclear,0.0,COD2023111115,5.0
other,0.0,COD2023111115,5.0
hydro,0.0,COD2023111115,5.0
solar,0.6,COD2023111115,5.0
wind,10.4,COD2023111115,5.0
biomass,40.4,COD2023111116,5.0
coal,0.0,COD2023111116,5.0
imports,0.0,COD2023111116,5.0
gas,51.9,COD2023111116,5.0
nuclear,0.0,COD2023111116,5.0
other,0.0,COD2023111116,5.0
hydro,0.0,COD2023111116,5.0
solar,0.0,COD2023111116,5.0
wind,7.7,COD2023111116,5.0
biomass,41.5,COD2023111117,5.0
coal,0.0,COD2023111117,5.0
imports,0.0,COD2023111117,5.0
gas,53.4,COD2023111117,5.0
nuclear,0.0,COD2023111117,5.0
other,0.0,COD2023111117,5.0
hydro,0.0,COD2023111117,5.0
solar,0.0,COD2023111117,5.0
wind,5.1,COD2023111117,5.0
biomass,44.8,COD2023111118,5.0
coal,0.0,COD2023111118,5.0
imports,0.0,COD2023111118,5.0
gas,51.5,COD2023111118,5.0
nuclear,0.0,COD2023111118,5.0
other,0.0,COD2023111118,5.0
hydro,0.0,COD2023111118,5.0
solar,0.0,COD2023111118,5.0
wind,3.7,COD2023111118,5.0
biomass,46.7,COD2023111119,5.0
coal,0.0,COD2023111119,5.0
imports,0.0,COD2023111119,5.0
gas,50.6,COD2023111119,5.0
nuclear,0.0,COD2023111119,5.0
other,0.0,COD2023111119,5.0
hydro,0.0,COD2023111119,5.0
solar,0.0,COD2023111119,5.0
wind,2.7,COD2023111119,5.0
biomass,49.6,COD2023111120,5.0
coal,0.0,COD2023111120,5.0
imports,0.0,COD2023111120,5.0
gas,48.3,COD2023111120,5.0
nuclear,0.1,COD2023111120,5.0
other,0.0,COD2023111120,5.0
hydro,0.0,COD2023111120,5.0
solar,0.0,COD2023111120,5.0
wind,2.0,COD2023111120,5.0
biomass,52.0,COD2023111121,5.0
coal,0.0,COD2023111121,5.0
imports,0.6,COD2023111121,5.0
gas,45.1,COD2023111121,5.0
nuclear,0.6,COD2023111121,5.0
other,0.0,COD2023111121,5.0
hydro,0.0,COD2023111121,5.0
solar,0.0,COD2023111121,5.0
wind,1.6,COD2023111121,5.0
biomass,60.4,COD2023111122,5.0
coal,0.0,COD2023111122,5.0
imports,3.3,COD2023111122,5.0
gas,32.9,COD2023111122,5.0
nuclear,1.8,COD2023111122,5.0
other,0.0,COD2023111122,5.0
hydro,0.0,COD2023111122,5.0
solar,0.0,COD2023111122,5.0
wind,1.7,COD2023111122,5.0
biomass,64.4,COD2023111123,5.0
coal,0.0,COD2023111123,5.0
imports,5.6,COD2023111123,5.0
gas,26.0,COD2023111123,5.0
nuclear,2.4,COD2023111123,5.0
other,0.0,COD2023111123,5.0
hydro,0.0,COD2023111123,5.0
solar,0.0,COD2023111123,5.0
wind,1.6,COD2023111123,5.0
biomass,64.6,COD2023111200,5.0
coal,0.0,COD2023111200,5.0
imports,3.5,COD2023111200,5.0
gas,28.7,COD2023111200,5.0
nuclear,1.7,COD2023111200,5.0
other,0.0,COD2023111200,5.0
hydro,0.0,COD2023111200,5.0
solar,0.0,COD2023111200,5.0
wind,1.5,COD2023111200,5.0
biomass,65.1,COD2023111201,5.0
coal,0.0,COD2023111201,5.0
imports,4.3,COD2023111201,5.0
gas,26.9,COD2023111201,5.0
nuclear,2.2,COD2023111201,5.0
other,0.0,COD2023111201,5.0
hydro,0.0,COD2023111201,5.0
solar,0.0,COD2023111201,5.0
wind,1.4,COD2023111201,5.0
biomass,66.1,COD2023111202,5.0
coal,0.0,COD2023111202,5.0
imports,4.7,COD2023111202,5.0
gas,25.5,COD2023111202,5.0
nuclear,2.4,COD2023111202,5.0
other,0.0,COD2023111202,5.0
hydro,0.0,COD2023111202,5.0
solar,0.0,COD2023111202,5.0
wind,1.3,COD2023111202,5.0
biomass,65.7,COD2023111203,5.0
coal,0.0,COD2023111203,5.0
imports,5.6,COD2023111203,5.0
gas,24.7,COD2023111203,5.0
nuclear,2.9,COD2023111203,5.0
